Key,Value
862,"다크 브라더후드는 매우 신비로운 조직으로, 종종 실용적인 통치자들에게 암살자로 고용됩니다. 그들은 광신도이자 데이드라 숭배자라는 평판을 얻고 있지만, 무언가 제대로 된 일을 하고 있는 것이 분명합니다. 수천 년 동안 존재해 왔으니까요.[/record]
종교 단체로 위장한 암살자 집단입니다.[/record]
그들은 사실상 탐리엘의 공식 암살자 길드입니다. 대부분의 왕국이 그들을 불법 조직으로 선포했지만, 선포하는 것과 실제로 처리하는 것은 별개의 문제죠...[/record]
종교 단체와 비슷하지만, 신전과는 다릅니다. 칼을 들고 피를 갈망하는 사제들을 상상해 보십시오.[/end]"
863,"많은 교단에 비밀이 있지만, 블레이드에 관한 모든 것은 신화 속에 가려져 있습니다. 그들은 탐리엘 최고의 전사들이며, 대대로 같은 가문 내에서 훈련받는다는 소문이 있습니다. 그들의 목표가 무엇인지는 전혀 알려지지 않았습니다.[/record]
그들은 존재하지 않을지도 모르지만, 만약 존재하고 전설이 사실에 근거한다면, 그들은 탐리엘 최고의 전사들입니다.[/record]
그들은 기사단이 맞지만, 충성심으로 정의되는 다른 기사단과는 달리 블레이드의 주인은 알려져 있지 않습니다. 그들은 완전히 수수께끼 같은 집단입니다.[/record]
블레이드에 대해 그렇게 공개적으로 묻지 않는 것이 좋습니다. 그들이 탐리엘 최고의 전사들로 구성되어 있다는 것은 누구나 알지만, 그들의 존재 목적은 아무도 모릅니다. 그것이 그들을 위험하게 만듭니다.[/end]"
864,"강령술사단은 마법사 길드의 어두운 거울과 같으며, 가장 타락하고 데이드릭한 주문의 대가인 강력한 마법사들입니다. 그들은 벌레의 왕이라 불리는 자가 이끄는 것으로 알려져 있습니다. 흔한 소문에 따르면 그는 수천 년을 살았으며 전혀 늙지 않는다고 합니다.[/record]
강령술사단에 대해서는 언급조차 하지 않는 것이 좋습니다. 마법사 길드와 달리 그들은 단 하나의 목적에 헌신합니다. 하지만 반대되는 공포스러운 이야기에도 불구하고, 그 목적이 무엇인지는 아무도 모릅니다.[/record]
강령술사들은 마법사 길드와 같은 위저드이지만, 훨씬 더 비밀스럽습니다. 그들의 목표와 활동에 대해 소문이 무성하지만, 강령술사 본인이 아닌 이상 아무도 확실히 알지 못합니다.[/record]
강령술사단에 맞설 때는 죽음 그 자체보다 죽음 이후에 올 것을 두려워해야 한다는 옛말이 있습니다. 그들은 위험한 위저드이며, 덕 있는 자라면 그들과 엮이지 않는 것이 좋습니다.[/end]"
865,"언더킹은 어린 시절 이야기 속의 늙은 도깨비 같은 존재로, 역사상 가장 강력한 마법사였다고 전해집니다. 그 이야기는 셉팀 왕조 초기까지 거슬러 올라갑니다. 하지만 그를 자신의 대리인이라 부르는 자들의 존재를 의심하는 사람은 없습니다. 언더킹의 명령을 따른다고 말하는 산 자들과 움직이는 죽은 자들은 아마 수백 명에 달할 것입니다.[/record]
언더킹은, 음, 리치와 비슷합니다. 매우 강력하고 신비로운 고대 리치죠. 그런데 그가 어디에 살고 무엇을 원하는지는 말씀드릴 수 없습니다.[/record]
일부 이야기에 따르면 언더킹은 한때 가치 있는 일을 위해 자신의 심장을 포기했던 강력한 위저드였습니다. 심장이 사라졌기에 언더킹은 죽을 수도, 진정으로 살 수도 없습니다. 하지만 그의 하수인들은 그의 심장을 여전히 찾고 있다는 가정하에 광신적인 헌신으로 그의 명령을 수행합니다.[/record]
언더킹은 신화에 불과할지 모르지만, 그의 하수인들은 매우 실재합니다. 탐리엘의 평민들은 언더킹의 존재를 확실히 믿으며 그를 매우 두려워합니다.[/end]"
866,"전사 길드는 세련된 용병 서비스입니다. 그들은 종종 모험가를 경비원, 호위병으로 고용하며, 때로는 더 은밀한 임무를 맡기기도 합니다.[/record]
그저 고용된 경비원 무리일 뿐, 신비롭거나 낭만적인 것은 없습니다.[/record]
전사 길드는 이름 그대로 고용된 창잡이와 기타 용병들을 위한 기사단입니다.[/record]
전사 길드는 금이 있는 사람이라면 누구나 추가 경비원이나 호위병 등을 고용하러 가는 곳입니다. 그들은 %reg 에서 일을 처리하는 데 절대적으로 필수적입니다.[/end]"
867,등불 기사단은 마법사 길드의 덜 전투적인 구성원들을 보호하는 기사단입니다.[/end]
868,마법사 길드 비밀결사에 대해서는 알려진 바가 거의 없습니다. 일반적으로 그들의 힘은 위대한 데이드라 군주와 왕자를 소환하는 데서 온다고 추측됩니다.[/end]
869,"아케이 교단은 탄생과 죽음의 순환의 신인 아케이를 숭배하는 종교 단체입니다.[/record]
탄생과 죽음의 신인 아케이에게 헌신하는 신전입니다.[/record]
아케이 교단은 탄생과 죽음의 순환의 신을 숭배하는 자들을 위한 신전입니다.[/end]"
870,"노동과 상업의 신인 제니타르에게 헌신하는 모든 신전은 제니타르의 결의회 또는 젠의 결의회라고 불립니다.[/record]
결의회는 제니타르의 사제들이 자신의 신전에 붙인 멋진 이름입니다.[/record]
제니타르는 노동과 상업의 신입니다. 진지한 성격의 신이며, 그분의 신전은 매우 고집스러워서 결의회라고 불립니다.[/end]"
871,"어머니 여신 마라에게 헌신하는 신전은 그녀가 사랑의 여신이기도 하기에 관습적으로 자애회라고 불립니다.[/record]
자애회는 어머니 여신 마라에게 헌신하는 모든 신전을 말합니다.[/record]
마라의 신전은 노동과 상업의 신이 자신의 신전을 결의회라고 부르는 것처럼 자애회라고 불립니다. 그녀는 어머니 여신이자 사랑의 여신이니, 어느 정도 일리가 있죠.[/record]"
872,"아카토쉬 성가회는 시간의 신이자 드래곤인 아카토쉬에게 헌신하는 신전 중 하나입니다.[/record]
아카토쉬의 사제들은 항상 자신의 신전을 성가회라고 부릅니다. 그곳에서 노래를 많이 부르기 때문이 아닐까 싶군요.[/record]
아카토쉬는 시간의 용신이며, 그분께 헌신하는 신전은 항상 성가회라고 불립니다.[/end]"
873,"줄리아노스는 지혜와 논리의 신이며, 그분의 신전은 학파라고 불립니다.[/record]
그들은 줄리아노스의 신전에서 실제로 예배를 드리지는 않지만, 그분이 지혜의 신이기에 신전을 학원처럼 운영합니다. 그래서 신전이 아니라 학파라고 부르는 것입니다.[/record]
줄리아노스 학파는 탐리엘 최고의 연구 기관 중 하나로, 아마 마법사 길드 다음일 것입니다. 사실 마법사들과 줄리아노스의 학자들 사이에는 많은 경쟁이 있습니다.[/end]"
874,"스텐다르 신전은 자비의 수호자인 스텐다르 신에게 헌신합니다. 그들은 이 땅에서 가장 위대한 자선 단체 중 하나입니다.[/record]
스텐다르는 자비의 신이며, 그분의 신전은 평화의 메시지를 탐리엘 전역에 전파하려고 노력합니다. 그 성공 여부는 귀하께서 직접 판단하십시오.[/record]
자비와 평화의 신을 숭배하는 교단은 스텐다르 신전이라 불립니다. 그들에 대해 뭐라고 하든, 그들은 평화로운 탐리엘에 대한 정직한 비전을 가지고 있습니다.[/end]"
875,"키나레스는 대기의 여신이자 대거폴 왕국을 포함한 여러 곳의 수호신입니다. 그녀의 신전은 널리 퍼져 있고 숭배도 대중적입니다.[/record]
키나레스 신전은 대기의 여신을 숭배하며, 모리하우스에게 군주의 갑옷을 처음 주었다고 전해지는 영혼입니다.[/record]
대기의 여신의 사제와 여사제들이 그곳에 모여 수호신에게 기도합니다.[/end]"
876,원 기사단은 아케이 교단의 보호자이자 수호자입니다. 그들은 사제들만큼이나 그분께 헌신합니다.[/end]
877,철 기사단은 상업의 신 제니타르에게 헌신합니다. 그들은 그분의 결의회 구성원들을 무역을 방해하려는 자들로부터 보호합니다.[/end]
878,마라 기사단은 어머니 여신 마라에게 자신의 검을 바친 전사들입니다. 그들은 탐리엘에서 그녀의 대의와 자애회를 보호하기로 맹세했습니다.[/end]
879,시간 기사단은 시간의 용신 아카토쉬에게 맹세한 기사 집단입니다. 그들은 그분의 대의를 증진하고 성가회를 보호하기 위해 일합니다.[/end]
880,"멘토 기사단은 지혜와 배움의 신 줄리아노스의 부름을 따르기로 맹세한 자들입니다. 줄리아노스 학파가 실제 교육의 대부분을 담당하지만, 멘토 기사단은 현자들을 보호하고 어디에나 존재하는 무지의 세력과 싸웁니다.[/end]"
881,"백합 기사단은 아름다움의 여신 디벨라의 이상에 맹세한 기사들입니다. 그들은 그녀의 집을 보호하고, 필요할 때는 그녀를 위해 아름답게 죽습니다.[/end]"
882,성전사단은 자비의 신 스텐다르의 기사들입니다. 그들은 스텐다르 신전을 보호하고 상황이 요구할 때 그분의 자비로운 칼날 역할을 합니다.[/end]
883,"키나레스 기사단은 대기의 여신 키나레스에게 정신, 육체, 검을 바친 기사들로 구성되어 있습니다. 그들은 종종 키나레스 신전의 사제들과 함께합니다.[/end]"
884,"용 기사단은 대거폴 민병대 중 가장 뛰어난 기사들로 구성되어 있으며, 왕실과 왕국에 대한 봉사의 서약으로 결속되어 있습니다.[/end]"
885,촛불 기사단은 센티넬의 왕실과 왕국을 보호하는 임무를 맡은 기사단입니다.[/end]
886,장미 기사단은 웨이레스트의 왕실과 왕국을 위한 수호자이자 전사로서 헌신합니다.[/end]
887,"불꽃 기사단은 수 세기 동안 플라이트 왕가와 연을 맺어왔으며, 현재는 안티클레어 땅의 수호자가 되었습니다.[/end]"
888,"뿔의 군세는 레인린의 가장 뛰어난 기사들로 구성되어 있으며, 레인린 남작령과 그 통치 가문을 보호하고 섬기겠다는 맹세로 결속되어 있습니다.[/end]"
889,"부엉이 기사단은 글렌포인트의 전통적인 경비대이자 민병대로, 이 지역에서 가장 뛰어난 기사들입니다.[/end]"
890,까마귀 기사단은 수백 년 동안 드위넨 남작령의 헌신적인 수호자였습니다.[/end]
891,바퀴 기사단은 아비본-고라의 백성과 통치 가문을 보호하고 섬깁니다. 이들은 해머펠에서 가장 뛰어난 기사들 중 하나입니다.[/end]
892,쇠똥구리 기사단은 토탐부의 왕실과 영토를 보호하겠다는 신성한 맹세를 한 기사들로 구성되어 있습니다.[/end]
893,"매 기사단은 안티필로스의 가장 뛰어나고 고결한 전사들 중에서 선발되며, 왕실과 그 땅의 백성을 보호하고 그들을 위해 싸웁니다.[/end]"
894,미의 여신에게 바쳐진 모든 사원을 디벨라 교단이라 부릅니다. 그곳의 사제와 여사제들은 육체와 정신의 아름다움을 열망하는 쾌락주의자이자 향락주의자들입니다.[/end]
900,"숲속의 새들[/record]
할 수만 있다면 하겠네[/record]
오, 그것 참 좋겠구나[/record]
우리 마땅히 해야 할 일을 하자[/record]
그대도, 그대도, 하겠는가?[/record]
그대의 검에 피가 뚝뚝 떨어지는가?[/record]
숲속의 아기처럼[/record]
우리 동네에서 그대를 보았네[/record]
똑, 똑, 나무를 두드리며[/record]
사랑아, 왜 나는 착해질 수 없는가?[/record]
줄기와 꽃잎, 그리고 꽃봉오리[/record]
군중 속의 얼굴 하나[/record]
군중 속에서 그대를 골라내네[/record]
지금 노래하라, 크게 노래하라![/record]
왜 그대는 크게 울부짖어야 하는가?[/record]
내 사랑, 내 사랑, 오만하지 마오[/record]
내 사랑은, 두렵게도, 매우 오만하네[/record]
내 무덤 위에 수의를 덮어주오[/record]
구름이 회색 수의처럼 보이네[/record]
아마도 나는 다소 과분한 축복을 받았나 보오[/record]
그는 어린 시절부터 그녀를 기억했네[/record]
어린 시절에는 그런 순수함이 남아있지[/record]
내 사랑, 그것은 거짓일 뿐[/record]
사랑아, 담쟁이덩굴과 투구꽃을 먹어라[/record]
내 사랑은 그보다 훨씬 많은 것을 견뎌냈네[/record]
그대의 말은 내게 쓴쑥과 같네[/record]
그보다 훨씬 많은 것을 나는 이해했네[/record]
이제 나는 더 잘 이해받고 있는가?[/record]
왜 나는 오해받아야만 하는가?[/record]
아마도, 그대여, 내가 오해했나 보오[/end]"
901,"푸른 잎이 떨어질 때면[/record]
내 사랑이 찾아오리라[/record]
그것이 내가 가장 분하게 여기는 점이지[/record]
무릎을 꿇고, 기어오네[/record]
세입자들이 널려 있는 그 집[/record]
내가 끔찍하게 여기는 상황들[/record]
그대는 언제나 나를 매혹하네[/record]
그때 구름 속에서 나는 영원히 떨어지네[/record]
혀를 날름거리며 헐떡이면서[/end]"
902,"다운, 데리, 데리, 다운, 다운[/record]
그녀는 사랑스럽고 아름다운 가운을 입었네[/record]
제프레의 광대보다 나을 것 없네[/record]
그녀의 눈은 푸르고, 뺨은 갈색이었네[/record]
그의 왕관에서 다이아몬드가 반짝였네[/record]
바다 아래서 우리 모두 익사하네[/record]
웃어라, 내 사랑! 찌푸리지 마오![/record]
아름다운 골짜기를 지나, 아름다운 마을을 지나[/record]
날아라, 날아가라, 절대 아래를 보지 마오[/end]"
903,"오, 어디에 다녀왔는가?[/record]
칼날은 날카롭네[/record]
내 단검을 갈게 해주오[/record]
아, 내게 못되게 굴지 마오[/record]
그대의 검은 마음은 깨끗하리[/record]
나는 그대의 왕이니, 나의 여왕이 되어주오[/record]
봄, 봄, 너무나 아름다운 초록빛[/record]
정말 놀라운 광경이군![/record]
오, 그녀는 눈에 띄는 것을 좋아하네[/record]
나는 그대의 여왕을 위한 기사라네[/record]
내가 조니가 될 테니, 그대는 진이 되어주오[/record]
그대의 조니에게, 내가 진이 되어주리다[/end]"
904,"그는 용감하고 씩씩한 사람이었네[/record]
그들은 모두 떠들고 고함치네[/record]
정말 확신에 차고, 침착하며 자신만만하군[/record]
내 친구여, 아첨꾼이 되지 마오![/record]
이리 와, 내 사랑, 우리 즐겁게 놀러 다니자![/record]
재능으로 가득 찬 배우[/record]
사람들은 그대가 우아하다고 하네[/record]
사랑은 담쟁이덩굴처럼 자라나리[/record]
거인은 아니지만, 언제나 개미처럼 살리[/record]
모든 조카, 질녀, 삼촌, 숙모[/end]"
905,"나는 아프고, 아주 많이 아프네[/record]
늙은 개를 즐겁게 걷어차 주게[/record]
어미 암탉과 병아리[/record]
벌들이 핥는 곳을 나도 핥게 해주오[/record]
비가 길을 미끄럽게 만드네[/record]
무엇을 골라야 할까?[/record]
우리 모두, 죽은 자와 산 자들[/record]
내 집은 벽돌 한 장씩 쌓아 올렸네[/record]
이 모든 게 즐거운 속임수인가?[/record]
내 허리가 굵어지고 있네[/record]
그녀는 하이 엘프, 그는 노르드인[/record]
그 속임수를 어떻게 하는지 보여주게[/record]
내 목에 팔을 감아주오[/record]
얼마나 즐거운 난파선인지 보이지 않는가?[/record]
내 칼날은 그렇게 챙챙 소리를 내네[/end]"
906,"한해중의 달이었네[/record]
나무 위로, 내 사랑, 올라가자[/record]
진흙 속에서 기어 나오는 도마뱀들[/record]
내 투박하고 무례한 운율을 용서하오[/record]
사랑하는 것은 죄가 아닐 뿐[/record]
가장 검은 때가 묻은 하얀 손[/record]
아, 인생의 전성기에 죽다니[/record]
이보다 더 숭고할 수 있을까?[/record]
내게 사랑의 패러다임을 설명해주오[/record]
자연은 우리에게 무언극을 보여주네[/record]
하늘을 한 번 더 만져보기 위해[/record]
오 아카토쉬여, 내게 시간을 더 주소서[/end]"
907,"우물에서 물을 길어오게[/record]
딩, 동, 델[/record]
산을 넘어, 골짜기를 넘어[/record]
내가 맡는 향기[/record]
미친 마법사의 주문[/record]
내 사랑, 그대는 나를 진정시키네[/record]
외로운 감옥에 갇힌 죄수[/record]
아름다운 사랑, 팔아야 할 사랑[/record]
해변에서 조개껍데기를 찾았네[/record]
내 이야기를 하려 하네[/record]
내 사랑은 어디에 머무는가?[/record]
밀물은 빠지고, 썰물은 차오르네[/record]
힘찬 외침으로 울게 해주오[/record]
그것에 맞서, 우리 모두 반란을 일으키자[/record]
내 사랑은 이것을 물리치네[/record]
하지만 결코 그대를 강요하지 않으리[/record]
그대에게 다정한 작별 인사를 하네[/record]
동, 동, 델[/record]
딩, 딩, 델[/record]
스프링, 스프롱, 스프렐[/record]
나는 비명을 지르고, 소리치고, 꽥꽥거리고, 고함치네[/record]
천사처럼 그녀는 타락했네[/record]
그녀는 죽지 않는 주문에 걸린 듯 누워있네[/record]
스텐다르여, 이 지옥에서 나를 구하소서![/record]
감옥에 갇힌 여제 킨타라처럼[/record]
안녕, 사랑이여, 삶이여, 안녕[/end]"
908,"사랑의 방식은 더럽네[/record]
나무 위에는 지혜로운 부엉이가 있었네[/record]
그녀는 얼굴 주위에 두건을 썼네[/record]
늑대가 먼 달을 향해 울부짖네[/record]
밤이 되면, 어둠의 데이드라가 배회하네[/record]
바람 속으로, 나는 울부짖어야 하는가?[/record]
아케이여, 지금 당장 내게 죽음을 허락하소서[/end]"
909,"연인과 그의 아가씨가 있었네[/record]
그들은 어두운 무리 속에 모여드네[/record]
내 대담하고 거친 노래를 용서하오[/record]
그녀는 그를 사랑하지 않았네, 아, 아![/record]
구두쇠가 모으는 금화[/record]
그의 흉갑에 새겨진 대담한 상징[/record]
향신료를 넣은 와인과 히포크라스를 마시자[/record]
그대에게, 내 잔을 들어 올리게 해주오[/record]
거친 산길에서[/record]
봄의 풀처럼 푸른 눈동자[/record]
하지만, 사랑아, 모래시계가 보이는가?[/end]"
910,"불어라, 불어라, 겨울 바람아[/record]
마침내 편안해진 노동자[/record]
우유는 썩어서 최고급 치즈가 되네[/record]
그녀는 자신의 사랑을 기쁘게 하고 싶었네[/record]
베리에서 짜낸 달콤한 즙[/record]
사랑의 뜨거운 불길에 내 심장을 얼려주오[/record]
이 축복받은 순간을 붙잡게 해주오![/record]
내 사랑은 꼬드기고, 내 사랑은 놀리네[/record]
우리는 신들을 달래려 조심하네[/record]
사랑의 달콤한 후렴을 다시 불러주오[/record]
아, 내 심장에 사랑이라는 병이 들었네![/record]
디벨라의 무릎보다 더 유혹적이네[/end]"
911,"오, 그대는 어디를 떠도는가?[/record]
센티넬의 웅장한 유흥 궁전이 보이는가?[/record]
바다는 물보라를 일으키고 거품을 내네[/record]
그대는 언제 집에 돌아올 것인가?[/record]
노움보다 더 혹독하게 나를 부려먹네[/record]
마라는 사랑의 신성한 책을 썼네[/record]
원한다면, 세상 곳곳을 떠돌아다니게[/record]
집이 아닌 집[/end]"
912,"이리 와서 내게 키스해주오, 스무 살의 달콤함이여[/record]
내가 먹을 수 있는 건 아무것도 없네[/record]
둥-둥-둥, 북소리가 울리네[/record]
모든 게 게임이라면, 내 사랑, 우리 속임수를 쓰자[/record]
그대의 온기로 나를 따뜻하게 해주오[/record]
골짜기에서 양들이 슬프게 울부짖는 소리를 듣네[/record]
오 노토르고여, 내 메시지를 빠르게 전달해주소서[/record]
새벽별의 달 스카이림의 진눈깨비처럼 차가운 심장[/record]
와인과 과일, 고기로 잔치를 벌이자![/record]
아케이여, 잔인한 운명을 그대에게 부과해야 하리[/record]
반짝이는 별들을, 사랑아, 우리 맞이하자[/record]
내가 %cn 거리에서 그대를 볼 수 있을까?[/record]
브레튼의 밀처럼 무성하고 갈색인 그대의 머리카락[/record]
그녀는 강하고 그는 나약하네[/record]
짓궂은 밤을 새벽이 물리치네[/record]
나를 정예 경비대로 선출해주오[/record]
가장 달콤한 내 사랑, 내가 반복해야 하는가?[/record]
그런 역경에 맞서, 우리가 감히 경쟁할 수 있을까?[/record]
내 사랑, 내게 신중하라고 요구하지 마오[/record]
그런 광경으로부터 나는 물러설 수 없네[/record]
나를 사랑해달라고 그녀는 간청하네[/record]
하지만 연인의 심장은 속임수로 가득 차 있네[/record]
그런 과학은 쓸모없어진 것이 아닌가?[/record]
그대의 머리부터 발끝까지 키스하리다[/end]"
913,"즐겁게, 즐겁게 이제 살아가리[/record]
그녀는 절을 하고 그는 고개를 숙이리[/record]
개울 너머, 꽃이 만발한 가지[/record]
들판에서 노예가 밭을 가네[/record]
내 사랑, 미간을 찌푸리지 마오[/record]
돼지가 암퇘지와 코를 비비네[/record]
나는 자유롭네, 내 사랑, 그대도 그러한가?[/record]
내 사랑, 신성한 맹세를 하지 마오[/record]
이상하게도, 나는 그대와 함께 있고 싶네.[/end]"
914,"모두 이것을 따르고, 결국 먼지로 돌아가네[/record]
그녀의 얼굴은 아름다웠고 가슴은 둥글었네[/record]
사랑을 금지하는 법은 정당할 수 없네[/record]
그대가 원한다면, 그것을 욕망이라 불러도 좋네[/record]
나는 해야만 하는 일을 하는 것에 절망하네[/record]
칼집 속의 검은 녹슬어가네[/record]
신뢰가 없는 곳에는 사랑도 없네[/record]
밝은 하늘을 향해 날개 달린 새들이 솟구치네[/record]
아마도 내 노래가 그대를 역겹게 하는가 보오[/record]
강해지려면, 내 사랑, 그대는 적응해야 하네[/record]
저기 강하고 튼튼한 기사가 보이는가?[/record]
나를 방랑벽으로 가득 채워주오[/end]"
915,"그대를 생각하는 동안, 친애하는 친구여[/record]
시작은 끝과 가장 가까이 있네[/record]
강은 가장 넓게 굽이치는 곳이 가장 깊네[/record]
사랑하는 이여, 빌리지도 말고 빌려주지도 마오![/record]
몸과 영혼의 사랑이 어우러지네[/record]
고통과 함께, 내 심장이 치유되는 것을 느끼네[/record]
바보가 이 시큼한 발라드를 썼네[/record]
그대와 함께 보내는 지복의 밤들[/record]
그대에게, 나의 모든 근심을 보내네[/record]
과거는 투박하고, 미래는 알 수 없네[/record]
그대의 명예를, 내가 지켜주리라는 것을 알아주오[/record]
내가 느끼는 이 열정이 불쾌해서는 안 되네[/record]
오블리비언으로, 내 영혼이 내려가네[/record]
내 사랑, 그대가 나를 깔보는 것 같아 두렵네[/record]
기사가 악당을 체포하리라[/record]
사랑아, 이것을 이해할 수 있겠는가?[/record]
그대의 다정한 심장에, 나는 의지하리라[/record]
오만한 %cn 위로, 별들이 매달려 있네[/record]
내 가장 좋은 옷을 찢어버리리라[/end]"
916,"곪아 터진 백합은 잡초보다 더 고약한 냄새를 풍기네[/record]
그대의 손에서 먹이를 얻으면서도 나는 굶주리네[/record]
오 마라여, 그대의 잔인한 법을 나는 따라야 하네[/record]
사랑하는 이여, 내가 이끄는 길을 따라오오[/record]
욕망의 칼날로부터 내 영혼은 피를 흘리네[/record]
아름다운 마라여, 그대에게 자비를 구하오[/record]
좋은 음식과 맛있는 벌꿀주를 마시게[/record]
그대는 자신이 필요한 것을 얻게 될지도 모르네[/record]
비의 손의 달의 물이여, 서둘러 오라[/record]
가장 고귀한 종족이여, 가장 훌륭한 혈통이여[/record]
사랑은 나의 종교이지만, 슬픔은 나의 신조라네[/record]
탐욕이 아닌 사랑을 위해, 나를 그대의 것으로 받아주오[/record]
첫 씨앗의 달에는 비가 많이 내리네[/record]
황소처럼 강하고, 군마처럼 빠르게[/record]
그대의 자존심을 결코 오도하지 않겠다고 맹세하오[/record]
인간의 더러운 법이 진정한 사랑을 방해하네[/record]
그대의 아름다움과 우아함은 누구도 능가할 수 없네[/end]"
917,"마라의 이름으로, 내 사랑은 귀하다고 생각하네[/record]
하늘 높이 나는 강한 매처럼 날아오르며[/record]
진실처럼, 나는 그대의 알몸을 보고 싶네[/record]
그대의 입술과 아름다운 목에 키스하네[/record]
사랑은 우리를 무모하게 만들고, 아무것도 신경 쓰지 않게 하네[/record]
나는 그런 대담한 열정을 감히 품네[/record]
그리고 내 사랑, 그대는 어떻게 지내는가?[/record]
한해중의 달의 햇살이 그대의 머리카락을 비추네[/record]
그는 그녀의 종마였고, 그녀는 그의 암말이었네[/record]
그들은 함께 광장으로 걸어가네[/record]
그대보다 더 예쁜 커플은 본 적이 없네![/record]
오 여신 마라여, 나의 기도를 들어주소서![/record]
햇살에 젖어, 햇살을 입고[/record]
연인들은 달빛과 별들에 맹세하네[/record]
그대에 대한 내 사랑을 슬프게 고백하네[/record]
봄의 새벽과는 비교하고 싶지 않네[/record]
내 삶은 고통 속에 있고, 나는 절망으로 가득 차 있네[/record]
그 우울했던 사건을 기억하네[/record]
내 사랑하는 이여, 구매자는 조심하게[/end]"
918,"그대의 하얀 손을 내게 뻗어주오[/record]
질투가 걷는 곳에, 슬픔이 머무네[/record]
나는 로켓을 쥐고 있고, 그대는 열쇠를 가졌네[/record]
그대의 아름다운 머리카락에서, 벼룩 한 마리를 보았네[/record]
사랑을 보거든, 도망치지 마오[/record]
나의 여신, 오 마라여, 나는 간청하네[/record]
진정으로 자유롭다는 것은 무엇을 의미하는가?[/record]
우리에게 한 명을 더해, 사랑아, 셋을 만들자[/record]
새들이 나무 위에서 사랑 노래를 지저귀네[/record]
하지만 그대, 내 사랑은 바다 건너 멀리 있네[/record]
그대는 자신을 주고 나는 나 자신을 그대에게 주네[/record]
마라의 법령에 그렇게 명시되어 있네[/record]
바보가 사랑을 보장할 수는 없지[/record]
내 눈에 보이는 이 광경은 무엇인가![/record]
그대는 성난 바다 속에서 익사했네[/record]
나는 그대의 영혼을 내 안으로 가져왔네[/end]"
919,"그대의 길에 뿌릴 꽃을 가져왔네[/record]
밤처럼 검은 머리카락, 낮처럼 밝은 눈동자[/record]
노니, 노니, 노니, 노니, 헤이![/record]
꽃이 핀 가지 위에, 내 몸을 뉘었네[/record]
아이들처럼, 우리는 황금 들판에서 뛰노네[/record]
우리 바보들이 사랑을 위해 치르는 대가는 무엇인가![/record]
폭풍 전의 구름처럼, 나는 회색으로 변해가네[/record]
내 사랑, 내 곁에 머물러 주오![/record]
내 사랑은 강한 가지처럼 결코 흔들리지 않으리[/record]
그대가 꽃다발을 만들기 위해 꺾는 꽃들[/record]
무용수들이 슬픈 발레를 시작하네[/record]
이제 우리가 할 수 있을 때 즐기자[/record]
내 사랑, 그대는 너무나 멀리 있네[/record]
매일 낭비되는 수천 시간[/record]
그대는 단순히 나를 버릴 것인가?[/end]"
920,"달콤한 날, 너무나 시원하고, 고요하고 밝은 날[/record]
질투의 손길로부터 자신을 보호하오[/record]
평화를, 내 사랑, 나는 싸움에 지쳤네[/record]
우리의 사랑을 빛 속으로 들어 올리자[/record]
풍요와 마름의 수확이 오네[/record]
나의 슬픈 처지를 가엾게 여기지 마오![/record]
우리는 온 힘을 다해 투쟁하네[/record]
그녀는 그의 숙녀였고 그는 그녀의 기사였네[/record]
그대는 밤처럼 아름답게 걷는구려[/record]
그대는 질투심으로 나를 고통스럽게 하네[/record]
내 눈이 본 것을 저주하네[/record]
들판에서 아주 하얀 말을 보았네[/record]
이리 와, 내 사랑, 황혼에 오오[/record]
그대여, 나는 그대를 기뻐하네[/record]
나는 빛 없는 방에 있네[/record]
그대를 꽉 안을 수만 있다면 무엇이든 하겠네[/record]
오늘 밤 그대를 집에 데려가고 싶네[/record]
오늘 밤, 내 품에 안겨주오[/end]"
921,"무식한 시골뜨기가 노래하기를[/record]
그대의 사랑은 달콤하고도 달콤한 독과 같으니[/record]
이것이 사랑이라면, 나는 꾸며낼 수 없네[/record]
나를 죽일 칼을 가져다주오[/record]
어찌 사랑은 이토록 큰 고통을 가져오는가?[/record]
내 마음속에는 폭군이 군림하네[/record]
그대는 나를 빗속에 홀로 남겨두었지[/record]
내 사랑이여, 어찌 그대는 그리 허영심이 많은가?[/record]
변덕스러운 달은 차고 기우는데[/record]
내 마음은 다시 두 조각으로 부서졌네[/record]
오컬트, 데이드릭, 비전의 힘이여[/record]
말로써, 나는 그대를 옭아매노라[/record]
그대는 진정한 경멸로 나를 바라보네[/record]
어찌 내가 기도하여 희망을 되찾을 수 있겠는가?[/record]
아마도, 내 사랑이여, 내가 설명해야겠지[/record]
연인들은 어찌 사랑을 멀리하는가?[/record]
그대는 허리케인처럼 내게 다가왔지[/record]
나는 그대의 속임수를 꿰뚫어 볼 수 있네[/record]
나는 무의미한 생각들로 괴로워하네[/record]
나는 그저 내가 즐겁게 해줄 수 있기를 바랄 뿐[/record]
연인들과 광인들이 제정신이었던 적이 있었던가?[/end]"
1000,"%mat %arm[/center]
방어 등급에 %mod[/center]
상태: %qua[/center]
무게: %kg 킬로그램[/center]
[/end]"
1001,"%mat %wep[/center]
%wdm 피해 점수[/center]
상태: %qua[/center]
무게: %kg 킬로그램[/center]
[/end]"
1002,"%mit[/center]
상태: %qua[/center]
가치: %wth 골드[/center]
무게: %kg 킬로그램[/center]
[/end]"
1003,"%it[/center]
상태: %qua[/center]
가치: %wth 골드[/center]
무게: %kg 킬로그램[/center]
[/end]"
